rank,hand,label,notation,combos,equity_pct,win_pct,tie_pct,win_count,tie_count,denominator,rank_low,rank_high
5458,AcTd9h4d,AT94 (ss),A(T4)9,24,52.414501,51.426898,1.975207,2608151359008,100174022664,5071570479360,5458,5458
5459,QcJd9h7h,QJ97 (ss),QJ(97),24,52.412296,51.388079,2.048432,2606182668912,103887676440,5071570479360,5459,5459
5460,AcJc6h6d,AJ66 (ss),(AJ)66,12,52.40777,51.975761,0.864019,1317993663132,21909678132,2535785239680,5460,5460
5461,Tc8c7d7c,T877 (3s),(T87)7,12,52.407388,51.91184,0.991097,1316372769324,25132097004,2535785239680,5461,5461
5462,KcQd5h5d,KQ55 (ss),K(Q5)5,24,52.405004,51.908975,0.992057,2632600250184,50312878320,5071570479360,5462,5462
5463,KcTc9d6c,KT96 (3s),(KT6)9,12,52.404621,51.401932,2.005376,1303442614944,50852035488,2535785239680,5463,5463
5464,KcJc6d5h,KJ65 (ss),(KJ)65,24,52.402266,51.362431,2.07967,2604881896800,105471952296,5071570479360,5464,5464
5465,KcTd9c6c,KT96 (3s),(K96)T,12,52.402044,51.397649,2.00879,1303333990356,50938597872,2535785239680,5465,5465
5466,9d9c6c3h,9963 (ss),(96)93,24,52.402023,52.016163,0.77172,2638036385280,39138311688,5071570479360,5466,5466
5467,AcTd7s7h,AT77 (r),AT77,12,52.402018,51.855478,1.093081,1314943558092,27718182672,2535785239680,5467,5467
5468,TdTc4c2h,TT42 (ss),(T4)T2,24,52.400774,52.102289,0.59697,2642404306680,30275777544,5071570479360,5468,5468
5469,AcQc9d4h,AQ94 (ss),(AQ)94,24,52.398214,51.464113,1.868202,2610038776872,94747156104,5071570479360,5469,5469
5470,Qc9c7d5d,Q975 (ds),(Q9)(75),12,52.39705,51.564567,1.664967,1307566671636,42219995916,2535785239680,5470,5470
5471,8c6d6c5d,8665 (ds),(86)(65),12,52.3963,52.024109,0.744382,1319219682348,18875917020,2535785239680,5471,5471
5472,Ac8c6h6d,A866 (ss),(A8)66,12,52.395892,51.975229,0.841326,1317980182416,21334220616,2535785239680,5472,5472
5473,9d9c6h3c,9963 (ss),(93)96,24,52.395062,52.008737,0.772651,2637659746248,39185532192,5071570479360,5473,5473
5474,KcJc9d5h,KJ95 (ss),(KJ)95,24,52.39474,51.420365,1.94875,2607820053576,98832241896,5071570479360,5474,5474
5475,QcTd8h6d,QT86 (ss),Q(T6)8,24,52.393973,51.363461,2.061025,2604934106952,104526330408,5071570479360,5475,5475
5476,KcJc7d3d,KJ73 (ds),(KJ)(73),12,52.393955,51.567591,1.652729,1307643350580,41909648916,2535785239680,5476,5476
5477,AcKcQc2c,AKQ2 (m),(AKQ2),4,52.393454,51.373608,2.039692,434241456660,17240736408,845261746560,5477,5477
5478,QcTd6d3c,QT63 (ds),(Q3)(T6),12,52.392819,51.51915,1.747338,1306415009124,44308741188,2535785239680,5478,5478
5479,KcJdTh5c,KJT5 (ss),(K5)JT,24,52.39071,51.406485,1.968451,2607116112384,99831356640,5071570479360,5479,5479
5480,AcKcTc2d,AKT2 (3s),(AKT)2,12,52.389467,51.383495,2.011945,1302975081900,51018600936,2535785239680,5480,5480
5481,KcQd5h4c,KQ54 (ss),(K4)Q5,24,52.388431,51.321724,2.133414,2602817395920,108197572632,5071570479360,5481,5481
5482,QcTd6c3d,QT63 (ds),(Q6)(T3),12,52.384762,51.511105,1.747312,1306211004780,44308091640,2535785239680,5482,5482
5483,KcQd8h6h,KQ86 (ss),KQ(86),24,52.384643,51.347686,2.073915,2604134063856,105180042624,5071570479360,5483,5483
5484,KcTd8h6d,KT86 (ss),K(T6)8,24,52.38455,51.3739,2.021299,2605463562552,102511597752,5071570479360,5484,5484
5485,Kc8d8c6c,K886 (3s),(K86)8,12,52.384414,52.064079,0.64067,1320233229504,16246004196,2535785239680,5485,5485
5486,KcQd5c4h,KQ54 (ss),(K5)Q4,24,52.382334,51.315641,2.133387,2602508878272,108196215096,5071570479360,5486,5486
5487,QcTc7d6h,QT76 (ss),(QT)76,24,52.380487,51.341692,2.077589,2603830097232,105366390552,5071570479360,5487,5487
5488,QcTd9h7h,QT97 (ss),QT(97),24,52.379538,51.356879,2.045318,2604600296712,103729752552,5071570479360,5488,5488
5489,AcTc9d2h,AT92 (ss),(AT)92,24,52.376921,51.403634,1.946573,2606971550424,98721844632,5071570479360,5489,5489
5490,TdTc4s4h,TT44 (r),TT44,6,52.37642,52.253253,0.246334,662515138608,3123247476,1267892619840,5490,5490
5491,AcJd5h5d,AJ55 (ss),A(J5)5,24,52.373196,51.901202,0.943988,2632206050352,47875015968,5071570479360,5491,5491
5492,Qc6d5d5c,Q655 (ds),(Q5)(65),12,52.372841,52.016203,0.713275,1319019197928,18087134652,2535785239680,5492,5492
5493,AcKdTh2h,AKT2 (ss),AK(T2),24,52.368605,51.366099,2.005012,2605067897064,101685581544,5071570479360,5493,5493
5494,AcQd4h4c,AQ44 (ss),(A4)Q4,24,52.366052,51.872725,0.986654,2630761787784,50038866096,5071570479360,5494,5494
5495,AcTd8h7s,AT87 (r),AT87,24,52.365541,51.210026,2.31103,2597152573320,117205500192,5071570479360,5495,5495
5496,AcJd8h7s,AJ87 (r),AJ87,24,52.3641,51.204856,2.318488,2596890361512,117583736760,5071570479360,5496,5496
5497,AcTd9c2h,AT92 (ss),(A9)T2,24,52.361267,51.386278,1.949978,2606091300000,98894523000,5071570479360,5497,5497
5498,AcJd2d2c,AJ22 (ds),(A2)(J2),12,52.360351,51.937348,0.846006,1317019605744,21452894820,2535785239680,5498,5498
5499,9c6d6c5d,9665 (ds),(96)(65),12,52.358549,52.015895,0.685308,1319011383288,17377931340,2535785239680,5499,5499
5500,Tc8d5d5c,T855 (ds),(T5)(85),12,52.356494,51.940728,0.831533,1317105306252,21085891488,2535785239680,5500,5500
5501,Tc8h8d5d,T885 (ss),T(85)8,24,52.355364,51.993935,0.722858,2636909065464,36660244968,5071570479360,5501,5501
5502,AcKd7d4d,AK74 (3s),A(K74),12,52.354863,51.319172,2.071383,1301343989904,52525815636,2535785239680,5502,5502
5503,AcJd9h6h,AJ96 (ss),AJ(96),24,52.352913,51.379744,1.946338,2605759922520,98709897960,5071570479360,5503,5503
5504,Ac9d8h5h,A985 (ss),A9(85),24,52.351818,51.37427,1.955096,2605482313776,99154062696,5071570479360,5504,5504
5505,Jc7d5d5c,J755 (ds),(J5)(75),12,52.350323,51.978222,0.744202,1318056083400,18871362204,2535785239680,5505,5505
5506,KcTd7s7h,KT77 (r),KT77,12,52.348129,51.747009,1.202241,1312193019660,30486241752,2535785239680,5506,5506
5507,KcQd6h5h,KQ65 (ss),KQ(65),24,52.346527,51.260711,2.171632,2599723082856,110135857488,5071570479360,5507,5507
5508,KcQc6c5d,KQ65 (3s),(KQ6)5,12,52.342581,51.253003,2.179155,1299666097584,55258696620,2535785239680,5508,5508
5509,KcJd9c5h,KJ95 (ss),(K9)J5,24,52.340924,51.364097,1.953655,2604966365184,99080982192,5071570479360,5509,5509
5510,AcKd7s7h,AK77 (r),AK77,12,52.340772,51.817077,1.047389,1313969793036,26559545760,2535785239680,5510,5510
5511,TdTc7h4s,TT74 (r),TT74,12,52.340352,51.90858,0.863543,1316290112784,21897601344,2535785239680,5511,5511
5512,JcTc6d4d,JT64 (ds),(JT)(64),12,52.339858,51.422835,1.834048,1303972653024,46507506012,2535785239680,5512,5512
5513,AcQcJc6c,AQJ6 (m),(AQJ6),4,52.339385,51.358221,1.962326,434111399640,16586794716,845261746560,5513,5513
5514,5d5c4d4c,5544 (ds),(54)(54),6,52.337397,52.142034,0.390725,661105002960,4953973872,1267892619840,5514,5514
5515,AcJc6d3d,AJ63 (ds),(AJ)(63),12,52.333548,51.538487,1.590124,1306905334404,40322124492,2535785239680,5515,5515
5516,JcTc9d3d,JT93 (ds),(JT)(93),12,52.33283,51.466122,1.733417,1305070319172,43955725812,2535785239680,5516,5516
5517,KcJd8c6h,KJ86 (ss),(K8)J6,24,52.332678,51.333912,1.997532,2603435539512,101306237616,5071570479360,5517,5517
5518,AcJd5c2d,AJ52 (ds),(A5)(J2),12,52.332655,51.524732,1.615847,1306556538228,40974420648,2535785239680,5518,5518
5519,AcJd5d2c,AJ52 (ds),(A2)(J5),12,52.331337,51.523382,1.615909,1306522322064,40975973328,2535785239680,5519,5519
5520,Ac7d6h6d,A766 (ss),A(76)6,24,52.331172,51.881566,0.899211,2631210206088,45604142712,5071570479360,5520,5520
5521,AcTc7c4d,AT74 (3s),(AT7)4,12,52.330982,51.295726,2.070512,1300749439452,52503730536,2535785239680,5521,5521
5522,KcQc6d5c,KQ65 (3s),(KQ5)6,12,52.33008,51.240634,2.178892,1299352435644,55252013100,2535785239680,5522,5522
5523,KcJd7h6h,KJ76 (ss),KJ(76),24,52.329273,51.27247,2.113607,2600319452280,107193061920,5071570479360,5523,5523
5524,TdTc6h2h,TT62 (ss),TT(62),12,52.328426,52.044577,0.567698,1319738712492,14395597392,2535785239680,5524,5524
5525,AcJc9d3h,AJ93 (ss),(AJ)93,24,52.324467,51.373842,1.901251,2605460588400,96423309192,5071570479360,5525,5525
5526,KcJd9h6d,KJ96 (ss),K(J6)9,24,52.322246,51.331827,1.980838,2603329774632,100459604616,5071570479360,5526,5526
5527,7c6d6c5d,7665 (ds),(76)(65),12,52.321237,51.921312,0.799851,1316612961084,20282498160,2535785239680,5527,5527
5528,QcJc9c8c,QJ98 (m),(QJ98),4,52.319992,51.241077,2.157829,433121225288,18239303688,845261746560,5528,5528
5529,AcKc6c4d,AK64 (3s),(AK6)4,12,52.319827,51.284357,2.070941,1300461159300,52514606388,2535785239680,5529,5529
5530,KcQcJd4h,KQJ4 (ss),(KQ)J4,24,52.319229,51.356356,1.925746,2604573783816,97665560352,5071570479360,5530,5530
5531,KcQcJd7c,KQJ7 (3s),(KQ7)J,12,52.317751,51.328342,1.978818,1301576508648,50178575460,2535785239680,5531,5531
5532,KcJdTh6h,KJT6 (ss),KJ(T6),24,52.316515,51.321187,1.990656,2602790180616,100957538544,5071570479360,5532,5532
5533,AcTc7c6c,AT76 (m),(AT76),4,52.315411,51.270219,2.090385,433367544708,17669225124,845261746560,5533,5533
5534,AcKc4d4c,AK44 (3s),(AK4)4,12,52.314557,51.78478,1.059554,1313150807268,26868008496,2535785239680,5534,5534
5535,QcTd7c6h,QT76 (ss),(Q7)T6,24,52.31021,51.270408,2.079604,2600214894048,105468595848,5071570479360,5535,5535
5536,Kc7d6d5c,K765 (ds),(K5)(76),12,52.309761,51.508574,1.602373,1306146827760,40632746916,2535785239680,5536,5536
5537,9c8h8d5c,9885 (ss),(95)88,12,52.309248,51.898071,0.822354,1316023620036,20853128016,2535785239680,5537,5537
5538,Kc9c7d6h,K976 (ss),(K9)76,24,52.308948,51.334183,1.949531,2603449268520,98871830088,5071570479360,5538,5538
5539,KcQcTc7c,KQT7 (m),(KQT7),4,52.308857,51.25177,2.114175,433211604532,17870313888,845261746560,5539,5539
5540,JcTd8h7h,JT87 (ss),JT(87),24,52.307719,51.245913,2.123613,2598972588408,107700520320,5071570479360,5540,5540
5541,Kc8d6d5c,K865 (ds),(K5)(86),12,52.305844,51.504861,1.601967,1306052653836,40622445108,2535785239680,5541,5541
5542,AcKc6d4c,AK64 (3s),(AK4)6,12,52.305088,51.270043,2.070089,1300098189384,52493023440,2535785239680,5542,5542
5543,KcQdJc7c,KQJ7 (3s),(KJ7)Q,12,52.304461,51.312586,1.98375,1301176980900,50303639772,2535785239680,5543,5543
5544,AcKdQh5s,AKQ5 (r),AKQ5,24,52.303975,51.205909,2.196132,2596943740104,111378403320,5071570479360,5544,5544
5545,AcQd6d2c,AQ62 (ds),(A2)(Q6),12,52.303586,51.528026,1.551119,1306640089320,39333038652,2535785239680,5545,5545
5546,QcTd7h6c,QT76 (ss),(Q6)T7,24,52.30258,51.262449,2.080262,2599811248944,105501934824,5071570479360,5546,5546
5547,QcJd9d2c,QJ92 (ds),(Q2)(J9),12,52.301229,51.470109,1.662241,1305171421356,42150861516,2535785239680,5547,5547
5548,QcTd9d6h,QT96 (ss),Q(T9)6,24,52.300892,51.294503,2.012779,2601436871976,102079499736,5071570479360,5548,5548
5549,KcJcTd4h,KJT4 (ss),(KJ)T4,24,52.299951,51.322295,1.955313,2602846353768,99165076632,5071570479360,5549,5549
5550,JdJc5h2s,JJ52 (r),JJ52,12,52.299891,51.96314,0.673503,1317673623696,17078598000,2535785239680,5550,5550
5551,Kc7d6c5d,K765 (ds),(K6)(75),12,52.299588,51.498372,1.602433,1305888105120,40634247396,2535785239680,5551,5551
5552,KcJd8h6c,KJ86 (ss),(K6)J8,24,52.298364,51.299782,1.997164,2601704607936,101287588680,5071570479360,5552,5552
5553,AcQc6d4h,AQ64 (ss),(AQ)64,24,52.297859,51.32078,1.954159,2602769512968,99106545096,5071570479360,5553,5553
5554,Kc7d7c3d,K773 (ds),(K7)(73),12,52.296356,52.118279,0.356154,1321607618184,9031304304,2535785239680,5554,5554
5555,AcTd9h4h,AT94 (ss),AT(94),24,52.29635,51.306973,1.978756,2602069272960,100353987192,5071570479360,5555,5555
5556,AcQd6c2d,AQ62 (ds),(A6)(Q2),12,52.296101,51.520611,1.550981,1306452039492,39329553816,2535785239680,5556,5556
5557,AcKcJc3c,AKJ3 (m),(AKJ3),4,52.29581,51.276687,2.038246,433422217200,17228513148,845261746560,5557,5557
5558,Kc8d6c5d,K865 (ds),(K6)(85),12,52.295621,51.494607,1.602029,1305792644496,40624006284,2535785239680,5558,5558
5559,KcQdJc4h,KQJ4 (ss),(KJ)Q4,24,52.293862,51.32856,1.930606,2603164073904,97912036104,5071570479360,5559,5559
5560,QcJd9c2d,QJ92 (ds),(Q9)(J2),12,52.292505,51.461394,1.66222,1304950442016,42150339156,2535785239680,5560,5560
5561,Ac9c8c5d,A985 (3s),(A98)5,12,52.291956,51.312079,1.959753,1301164136556,49695122484,2535785239680,5561,5561
5562,Ac6d4d4c,A644 (ds),(A4)(64),12,52.290472,51.94782,0.685304,1317285153624,17377846152,2535785239680,5562,5562
5563,KcQd7d5h,KQ75 (ss),K(Q7)5,24,52.287096,51.264465,2.045261,2599913485536,103726865496,5071570479360,5563,5563
5564,Kc9d7c6h,K976 (ss),(K7)96,24,52.286198,51.310959,1.950478,2602271430456,98919859056,5071570479360,5564,5564
5565,AcTc7d4c,AT74 (3s),(AT4)7,12,52.284072,51.249188,2.069768,1299569343000,52484873724,2535785239680,5565,5565
5566,AcQd9c4h,AQ94 (ss),(A9)Q4,24,52.28316,51.346804,1.872712,2604089336952,94975900848,5071570479360,5566,5566
5567,KcJd6c3d,KJ63 (ds),(K6)(J3),12,52.282971,51.462184,1.641575,1304970460284,41626812456,2535785239680,5567,5567
5568,AcJc9c5c,AJ95 (m),(AJ95),4,52.282638,51.244654,2.075969,433151454636,17547373500,845261746560,5568,5568
5569,AcJc5d4h,AJ54 (ss),(AJ)54,24,52.280965,51.262635,2.036661,2599820641584,103290689232,5071570479360,5569,5569
5570,9d9c8h7s,9987 (r),9987,12,52.280341,51.762802,1.035078,1312593481272,26247367596,2535785239680,5570,5570
5571,KcJd6d3c,KJ63 (ds),(K3)(J6),12,52.279151,51.458365,1.641571,1304873626272,41626719936,2535785239680,5571,5571
5572,Kc9d7h6c,K976 (ss),(K6)97,24,52.278336,51.302799,1.951073,2601857619744,98950031952,5071570479360,5572,5572
5573,Qc9d9c2c,Q992 (3s),(Q92)9,12,52.278246,52.001665,0.553161,1318650554736,14026965828,2535785239680,5573,5573
5574,Ac8d8c4c,A884 (3s),(A84)8,12,52.277721,51.991766,0.571909,1318399530396,14502394188,2535785239680,5574,5574
5575,AcJcTc6c,AJT6 (m),(AJT6),4,52.276881,51.278412,1.996939,433436799744,16879360968,845261746560,5575,5575
5576,AcTd9d6d,AT96 (3s),A(T96),12,52.274417,51.289696,1.969441,1300596541104,49940795280,2535785239680,5576,5576
5577,KcJdTc4h,KJT4 (ss),(KT)J4,24,52.27437,51.29492,1.9589,2601458036952,99346997856,5071570479360,5577,5577
5578,AcTd7h4h,AT74 (ss),AT(74),24,52.274326,51.241889,2.064875,2598768490680,104721606960,5071570479360,5578,5578
5579,KcQc9d5h,KQ95 (ss),(KQ)95,24,52.273116,51.317678,1.910877,2602612216872,96911448600,5071570479360,5579,5579
5580,AcJd7d6d,AJ76 (3s),A(J76),12,52.271109,51.238524,2.065171,1299298916748,52368288948,2535785239680,5580,5580
5581,8d8c7s7h,8877 (r),8877,6,52.270751,52.011095,0.519313,659444830380,6584332068,1267892619840,5581,5581
5582,AcKd4h3c,AK43 (ss),(A3)K4,24,52.269543,51.228535,2.082015,2598091271856,105590854488,5071570479360,5582,5582
5583,AcQc8c4d,AQ84 (3s),(AQ8)4,12,52.269255,51.278304,1.981902,1300307664708,50256768180,2535785239680,5583,5583
5584,KcJd6c5h,KJ65 (ss),(K6)J5,24,52.269029,51.227921,2.082216,2598060140328,105601042704,5071570479360,5584,5584
5585,Jc6d6c5d,J665 (ds),(J6)(65),12,52.268178,51.962697,0.610961,1317662412672,15492664368,2535785239680,5585,5585
5586,KcTc8c7c,KT87 (m),(KT87),4,52.267862,51.201814,2.132098,432789344952,18021804972,845261746560,5586,5586
5587,QcTc9c8c,QT98 (m),(QT98),4,52.267452,51.192391,2.150122,432709696976,18174155508,845261746560,5587,5587
5588,AcKd4c3h,AK43 (ss),(A4)K3,24,52.263105,51.222112,2.081987,2597765486352,105589415448,5071570479360,5588,5588
5589,AcKcTc4c,AKT4 (m),(AKT4),4,52.262572,51.243341,2.038463,433140359376,17230347300,845261746560,5589,5589
5590,AcJd9c3h,AJ93 (ss),(A9)J3,24,52.262424,51.309868,1.905112,2602216134480,96619081056,5071570479360,5590,5590
5591,AcJc9c6d,AJ96 (3s),(AJ9)6,12,52.262263,51.287099,1.950328,1300530681048,49456142112,2535785239680,5591,5591
5592,Kc7c6d5d,K765 (ds),(K7)(65),12,52.262197,51.460924,1.602547,1304938516104,40637145108,2535785239680,5592,5592
5593,KcQc5h5d,KQ55 (ss),(KQ)55,12,52.259606,51.754704,1.009805,1312388133792,25606496736,2535785239680,5593,5593
5594,Ac9d6d4c,A964 (ds),(A4)(96),12,52.257999,51.478151,1.559697,1305375355620,39550554684,2535785239680,5594,5594
5595,AcTd9h2c,AT92 (ss),(A2)T9,24,52.253988,51.279905,1.948167,2600696515344,98802644784,5071570479360,5595,5595
5596,KcJd6h5c,KJ65 (ss),(K5)J6,24,52.253581,51.212597,2.081968,2597282946696,105588496512,5071570479360,5596,5596
5597,JcTc6h6d,JT66 (ss),(JT)66,12,52.253494,51.687655,1.131679,1310687914932,28696938252,2535785239680,5597,5597
5598,KcQd7h5d,KQ75 (ss),K(Q5)7,24,52.251404,51.229146,2.044517,2598122228832,103689097224,5071570479360,5598,5598
5599,KcQc8c6d,KQ86 (3s),(KQ8)6,12,52.250754,51.210795,2.079918,1298595783720,52742244564,2535785239680,5599,5599
5600,QcJcTc8c,QJT8 (m),(QJT8),4,52.249599,51.177766,2.143666,432586074988,18119590992,845261746560,5600,5600
5601,KcQd2d2c,KQ22 (ds),(K2)(Q2),12,52.249314,51.803885,0.890858,1313635265700,22590249720,2535785239680,5601,5601
5602,KcJc8c7c,KJ87 (m),(KJ87),4,52.248935,51.180894,2.136082,432612522144,18055482660,845261746560,5602,5602
5603,JcTd3d3c,JT33 (ds),(J3)(T3),12,52.248805,51.746736,1.004139,1312186095612,25462796904,2535785239680,5603,5603
5604,AcTd8d4d,AT84 (3s),A(T84),12,52.248779,51.201386,2.094786,1298357187324,53119280484,2535785239680,5604,5604
5605,AcKc5c4c,AK54 (m),(AK54),4,52.24821,51.123993,2.248435,432131552352,19005159456,845261746560,5605,5605
5606,AcTc8d3h,AT83 (ss),(AT)83,24,52.239857,51.274687,1.930341,2600431889376,97898601792,5071570479360,5606,5606
5607,AcQd6d5d,AQ65 (3s),A(Q65),12,52.239519,51.177696,2.123645,1297756460652,53851086600,2535785239680,5607,5607
5608,Ac8d7d2c,A872 (ds),(A2)(87),12,52.239005,51.437073,1.603863,1304333715336,40670509716,2535785239680,5608,5608
5609,Ac7d5h5c,A755 (ss),(A5)75,24,52.238084,51.802781,0.870606,2627214569136,44153390424,5071570479360,5609,5609
5610,AcTd5h5c,AT55 (ss),(A5)T5,24,52.235692,51.791297,0.88879,2626632109704,45075600648,5071570479360,5610,5610
5611,JcTc9d7h,JT97 (ss),(JT)97,24,52.234626,51.208032,2.053189,2597051411400,104128945008,5071570479360,5611,5611
5612,KcJdTd5h,KJT5 (ss),K(JT)5,24,52.234606,51.247733,1.973746,2599064889912,100099920192,5071570479360,5612,5612
5613,9d9c5h3c,9953 (ss),(93)95,24,52.234047,51.825475,0.817144,2628365488992,41442059088,5071570479360,5613,5613
5614,8d8c7h6h,8876 (ss),88(76),12,52.232661,51.761466,0.942389,1312559622288,23896961124,2535785239680,5614,5614
5615,AcTc9c4d,AT94 (3s),(AT9)4,12,52.232405,51.240711,1.983388,1299354380100,50294470188,2535785239680,5615,5615
5616,AcTd7c4c,AT74 (3s),(A74)T,12,52.231738,51.195517,2.072442,1298208366876,52552670232,2535785239680,5616,5616
5617,JcTd9c7h,JT97 (ss),(J9)T7,24,52.231396,51.2034,2.055992,2596816519344,104271075912,5071570479360,5617,5617
5618,Ac9d8c5c,A985 (3s),(A85)9,12,52.231198,51.250488,1.961421,1299602311932,49737416916,2535785239680,5618,5618
5619,Ac9c8d5c,A985 (3s),(A95)8,12,52.231022,51.250951,1.960143,1299614044212,49705015740,2535785239680,5619,5619
5620,AcJd6h6d,AJ66 (ss),A(J6)6,24,52.230895,51.806605,0.84858,2627408463192,43036346784,5071570479360,5620,5620
5621,TdTc7h2h,TT72 (ss),TT(72),12,52.229207,51.965301,0.527812,1317728425176,13384188744,2535785239680,5621,5621
5622,KcQdJh5d,KQJ5 (ss),K(Q5)J,24,52.229179,51.259653,1.939052,2599669437096,98340371832,5071570479360,5622,5622
5623,AcTc8c5c,AT85 (m),(AT85),4,52.227794,51.166704,2.122181,432492572184,17937985476,845261746560,5623,5623
5624,Ac9d6c4d,A964 (ds),(A6)(94),12,52.227722,51.447988,1.559468,1304610485892,39544752000,2535785239680,5624,5624
5625,AcTc6d5h,AT65 (ss),(AT)65,24,52.227146,51.254983,1.944326,2599432566576,98607887208,5071570479360,5625,5625
5626,KcQd4c2d,KQ42 (ds),(K4)(Q2),12,52.227003,51.381817,1.690371,1302932535288,42864182712,2535785239680,5626,5626
5627,KcQd4d2c,KQ42 (ds),(K2)(Q4),12,52.226702,51.38152,1.690365,1302924990912,42864038424,2535785239680,5627,5627
5628,QcTc8c7d,QT87 (3s),(QT8)7,12,52.226656,51.175965,2.101381,1297712571288,53286521892,2535785239680,5628,5628
5629,KcQc8d6c,KQ86 (3s),(KQ6)8,12,52.221501,51.181815,2.079372,1297860898896,52728407580,2535785239680,5629,5629
5630,KcJd7d5h,KJ75 (ss),K(J7)5,24,52.22099,51.179853,2.082274,2595622311936,105603999600,5071570479360,5630,5630
5631,Jc9h9d5s,J995 (r),J995,12,52.219031,51.809946,0.81817,1313788957668,20747023656,2535785239680,5631,5631
5632,9d9c5c3h,9953 (ss),(95)93,24,52.217942,51.809591,0.816702,2627559931656,41419634136,5071570479360,5632,5632
5633,AcKc9d4h,AK94 (ss),(AK)94,24,52.216601,51.297482,1.838237,2601587969736,93227501856,5071570479360,5633,5633
5634,KcJd9h5c,KJ95 (ss),(K5)J9,24,52.215112,51.239114,1.951996,2598627771072,98996833608,5071570479360,5634,5634
5635,Kc9d7d4c,K974 (ds),(K4)(97),12,52.214944,51.406527,1.616834,1303559122104,40999437300,2535785239680,5635,5635
5636,AcKcTd2c,AKT2 (3s),(AK2)T,12,52.213625,51.208462,2.010325,1298536623168,50977523532,2535785239680,5636,5636
5637,QcTc8d7c,QT87 (3s),(QT7)8,12,52.211479,51.159842,2.103273,1297303732008,53334490020,2535785239680,5637,5637
5638,KcJc7c6d,KJ76 (3s),(KJ7)6,12,52.208898,51.148803,2.120191,1297023799272,53763482472,2535785239680,5638,5638
5639,9d9c8h4h,9984 (ss),99(84),12,52.207061,51.846672,0.720779,1314720247284,18277412496,2535785239680,5639,5639
5640,QcTd8h6h,QT86 (ss),QT(86),24,52.206804,51.174739,2.064129,2595362974368,104683745568,5071570479360,5640,5640
5641,AcQc8d4c,AQ84 (3s),(AQ4)8,12,52.20263,51.212501,1.980258,1298639037312,50215093128,2535785239680,5641,5641
5642,Kc8c6d5d,K865 (ds),(K8)(65),12,52.202156,51.401116,1.602079,1303421922756,40625287152,2535785239680,5642,5642
5643,Kc9d9c3c,K993 (3s),(K93)9,12,52.199666,51.968212,0.462908,1317802258200,11738347464,2535785239680,5643,5643
5644,Tc8h8d4d,T884 (ss),T(84)8,24,52.199077,51.844227,0.709699,2629316515800,35992880208,5071570479360,5644,5644
5645,AcTd8c3h,AT83 (ss),(A8)T3,24,52.196995,51.230287,1.933416,2598180116424,98054544072,5071570479360,5645,5645
5646,8d8c7c5h,8875 (ss),(87)85,24,52.195935,51.761992,0.867886,2625145891128,44015440032,5071570479360,5646,5646
5647,KcQc9c7c,KQ97 (m),(KQ97),4,52.194798,51.143226,2.103143,432294129556,17777063160,845261746560,5647,5647
5648,AcQd9h4c,AQ94 (ss),(A4)Q9,24,52.194528,51.259047,1.870963,2599638691392,94887185976,5071570479360,5648,5648
